loss,accuracy,recall_1,val_loss,val_accuracy,val_recall_1
0.8809995055198669,0.6523821949958801,0.514765739440918,0.6909461617469788,0.7301682829856873,0.6382211446762085
0.6633313298225403,0.743076503276825,0.6624885201454163,0.609627366065979,0.7668269276618958,0.7067307829856873
0.5972272753715515,0.771754801273346,0.7097387909889221,0.568277895450592,0.7794471383094788,0.7259615659713745
0.5578687191009521,0.7858642935752869,0.7346764802932739,0.5445284247398376,0.7950721383094788,0.7403846383094788
0.528627872467041,0.7987924814224243,0.7493765354156494,0.5321244597434998,0.7992788553237915,0.745192289352417
0.5134151577949524,0.8039112687110901,0.7603359818458557,0.5062551498413086,0.8034855723381042,0.7578125
0.4932001531124115,0.8159863352775574,0.7738548517227173,0.48855912685394287,0.817307710647583,0.7728365659713745
0.4848134517669678,0.8159207105636597,0.776151716709137,0.4736686944961548,0.828125,0.7872596383094788
0.47132134437561035,0.8214988708496094,0.7838955521583557,0.4556552469730377,0.8395432829856873,0.7944711446762085
0.4646296799182892,0.8241895437240601,0.7886205315589905,0.4702651798725128,0.8269230723381042,0.786057710647583
